,,3-2021 Breakfast Monthly Report
store_code,store_name,tc,sales,net_sales,
557,SHAW MG TOWER,173,57863.77,48687.31,
559,ROOSEVELT,3,1532.09,1463.38,
561,MINDANAO CHARBEL,78,28568.94,24753.54,
564,STARMALL SANTA ROSA,2,604.00,495.54,
567,PINAGSAMA TAGUIG,171,55193.31,45448.16,
569,CLARK GATE,15,10649.00,9333.04,
571,AS FORTUNA,91,29734.15,23824.13,
574,CAMARIN,1,325.00,246.43,
575,KAWIT CENTENNIAL,132,49031.42,40053.60,
576,ANTLERS DASMA,103,38400.85,31582.80,
578,QH LAGRO,252,86783.87,73010.77,
583,BALIBAGO,2,625.00,514.29,
585,BF AGUIRRE,2,670.71,588.39,
587,JBL SAN FERNANDO,1,440.00,392.86,
588,CEBU BUSINESS PARK,10,3717.00,3057.15,
598,MOONWALK,495,183279.32,153081.33,
602,NORTH MOLINO,29,9474.14,7869.65,
608,JUAN LUNA,111,45472.76,39208.26,
612,VALLEY 1,248,87793.68,73451.38,
615,CARMONA,192,61572.85,48984.83,
616,MARCOS ALVAREZ,11,4435.00,3678.21,
617,TIKLING,187,65433.43,53643.89,
618,ANGONO,265,99200.65,81683.04,
626,SILANG HIWAY CAVITE,2,98.00,0.00,
632,TAGAYTAY CALAMBA,2,98.00,0.00,
648,PASIG CARUNCHO,326,115296.31,95633.39,
653,CLARK CM RECTO,22,9503.94,8089.26,
654,MALABON RIZAL,207,73636.64,61872.16,
656,BACOLOD ARANETA,2,98.00,0.00,
659,SILANG BAYAN,2,98.00,0.00,
662,JP RIZAL MARIKINA,133,43587.86,36883.72,
663,MAYPAJO,156,56029.64,47570.53,
670,ROBINSONS LUISITA,1,136.00,77.68,
671,MAYAPA CANLUBANG,4,1808.86,1603.58,
673,SAVANO PARK,50,18266.62,15335.74,
675,BELFAST,89,31201.49,26462.09,
683,CALOOCAN 8TH STREET,7,4363.51,4006.25,
685,LANCASTER NEW CITY,82,29765.71,24495.55,
689,MADISON ORTIGAS,262,99670.64,86519.59,
691,CROSSROAD,173,64233.62,54336.49,
698,PRIMARK DEPARO,1,184.00,120.54,
703,MARIBAGO,14,6711.00,5554.48,
708,MUNTINLUPA HIGHWAY,292,92352.23,74640.40,
718,DIAN,287,103626.76,87038.43,
720,NAGA ROXAS AVE,1,49.00,0.00,
729,KAPITOLYO PASIG,3,751.57,571.43,
730,MCKINLEY WEST,146,78033.29,66648.25,
741,ROXAS ARNALDO,1,107.00,51.79,
744,EASTLAND HEIGHTS COGEO,126,46335.14,38424.42,
747,QA SAN DIONISIO,175,66639.28,56139.25,
751,BAHAYANG PAGASA,1,163.00,101.79,
752,PRIMARK TAGAYTAY,2,98.00,0.00,
756,PASEO ARCENAS,1,49.00,0.00,
760,PEMBO,546,178980.86,144351.82,
762,CAYETANO BOULEVARD,135,50283.00,42461.80,
765,PILI CAMSUR,1,203.00,137.50,
768,BINAN HIGHWAY,161,52618.86,42152.54,
776,VICAS CAMARIN,109,36000.76,29427.61,
778,MACTAN TOWN CENTER,1,49.00,0.00,
799,ETON STA. ROSA,2,1815.00,1576.79,
804,SILANG BULIHAN,2,813.00,682.14,
807,HULONG DUHAT,180,66564.47,55551.73,
809,TAYTAY BAYAN,276,91838.01,73927.50,
812,UN DEL PILAR,28,11171.43,9575.88,
813,SINILOAN,6,1505.00,1081.26,
814,SAN PEDRO BAYAN,226,82549.74,68681.38,
823,CAPITAL TOWN,1,307.00,230.36,
825,C4 CALOOCAN,27,10697.72,8925.90,
,Total,22950,8432743.13,7081113.3,
